FID,ECB,Y,Ylog,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15
755,0,0,0,3,9,0,0,5,2,0,0,2,3,4,0,6,0,2
756,0,0,0,1,10,0,0,1,0,4,0,0,5,1,1,5,21,1
757,0,0,0,0,7,0,0,1,0,0,1,0,4,0,0,0,4,0
758,0,0,0,21,5,3,0,20,7,7,0,4,40,50,2,3,0,26
759,0,0,0,30,3,2,0,23,11,5,1,4,42,35,0,9,0,39
760,0,0,0,2,4,1,0,3,1,1,0,0,3,3,1,0,0,2
761,0,0,0,20,2,0,0,15,7,5,0,6,38,28,0,3,1,15
762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,0,0,0,18,16,1,1,19,1,7,0,2,14,15,18,26,28,4
767,0,0,0,22,14,1,1,22,2,2,1,1,4,8,16,47,11,26
768,0,0,0,9,13,0,0,9,1,2,0,1,2,3,4,8,8,0
769,0,0,0,14,29,0,0,15,6,0,2,0,9,8,1,14,19,0
770,0,0,0,11,18,0,1,20,0,0,2,1,10,20,2,23,16,2
771,0,0,0,7,20,0,0,6,2,1,0,0,6,5,0,9,5,1
772,0,0,0,3,5,0,1,2,1,0,1,0,1,1,0,5,0,0
773,0,0,0,2,1,0,0,1,0,0,0,0,3,1,6,13,1,0
774,0,0,0,29,11,2,0,20,13,7,3,5,44,41,1,3,0,70
775,0,0,0,7,1,0,0,4,3,3,0,4,25,16,2,0,0,21
776,0,0,0,32,6,1,6,23,6,7,2,0,28,38,1,8,0,8
777,0,0,0,61,6,2,3,38,10,6,3,2,31,55,5,4,0,17
778,0,0,0,0,2,1,0,2,0,0,0,0,2,1,0,1,0,0
780,0,0,0,5,0,0,1,4,0,0,0,0,0,6,0,1,0,0
781,0,0,0,10,22,0,0,15,0,1,1,0,5,4,2,5,4,1
782,0,0,0,14,6,0,0,13,1,9,1,0,14,21,0,0,2,28
783,0,0,0,27,8,3,1,23,1,2,0,7,50,55,0,11,0,28
784,0,0,0,49,1,1,5,25,16,5,3,4,49,66,5,21,1,27
785,0,0,0,53,0,0,5,29,8,6,1,3,33,67,3,6,0,10
787,0,0,0,20,6,0,1,14,2,2,0,2,16,21,16,13,0,3
788,0,0,0,8,5,0,0,5,1,0,2,2,1,3,4,0,0,4
790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,0,0,0,1,16,0,0,4,0,0,0,0,7,4,11,9,0,0
792,0,0,0,6,18,0,0,8,4,2,0,0,41,22,3,0,0,3
793,0,0,0,42,6,0,4,27,4,7,1,1,71,55,3,3,0,15
794,0,0,0,17,3,1,0,12,1,28,0,3,19,27,3,1,0,2
795,0,0,0,18,1,1,1,12,4,2,1,5,10,12,23,0,12,5
796,0,0,0,29,19,1,0,17,3,6,1,1,13,28,14,2,0,1
797,0,0,0,21,23,1,0,10,2,4,1,4,21,24,10,8,2,2
798,0,0,0,15,46,0,0,8,2,4,1,0,5,12,4,3,1,3
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
801,0,0,0,11,57,0,0,12,6,1,0,1,12,19,26,33,0,2
803,0,0,0,11,9,1,4,11,2,0,0,2,3,8,13,10,0,0
804,0,0,0,4,32,0,2,4,0,0,0,0,1,8,10,10,0,1
805,0,0,0,4,2,1,1,6,2,1,1,1,15,10,46,5,0,3
806,0,0,0,33,6,0,4,19,3,6,2,4,32,42,3,8,3,12
807,0,0,0,11,1,2,1,13,2,8,0,0,15,33,9,7,0,3
808,0,0,0,11,2,1,1,9,2,3,0,0,3,19,1,3,0,0
809,0,0,0,28,4,0,4,21,5,2,0,0,12,15,3,6,2,3
810,0,0,0,16,23,1,0,14,2,3,0,1,16,23,3,1,4,0
811,0,0,0,31,34,3,2,25,8,4,0,0,17,28,6,6,0,3
812,0,0,0,27,33,0,0,15,1,1,0,0,19,63,5,3,0,0
813,0,0,0,7,48,1,1,2,0,1,2,3,6,16,1,2,0,1
814,0,0,0,12,59,0,0,9,1,1,0,1,6,16,16,7,0,3
815,0,0,0,5,36,0,0,10,2,1,0,1,7,22,22,14,0,5
816,0,0,0,1,19,1,0,1,0,0,0,1,0,1,1,4,2,1
817,0,0,0,21,20,0,1,17,0,0,0,0,8,32,7,20,0,2
818,0,0,0,7,10,0,1,7,2,0,3,1,3,8,1,11,0,0
819,0,0,0,19,5,2,0,17,6,3,2,4,49,28,1,5,0,11
820,0,0,0,13,5,4,1,6,1,15,0,4,9,15,14,5,0,5
821,0,0,0,27,15,4,2,26,2,5,0,0,28,15,3,2,0,5
822,0,0,0,16,12,0,4,11,2,2,0,2,18,20,9,5,1,1
823,0,0,0,25,24,0,3,21,3,3,0,2,23,18,24,6,1,1
825,0,0,0,40,22,0,1,25,1,3,2,1,23,91,18,8,1,2
826,0,0,0,20,56,0,0,15,3,0,0,1,14,23,13,4,1,6
827,0,0,0,11,45,0,0,11,5,2,0,0,9,17,5,6,0,1
828,0,0,0,18,72,0,0,25,2,0,1,5,22,26,6,2,0,11
829,0,0,0,2,23,0,0,6,0,0,1,0,0,1,1,6,0,11
830,0,0,0,19,45,0,1,14,1,2,3,0,6,21,4,20,0,1
832,0,0,0,5,10,1,0,3,0,4,0,0,16,14,1,4,0,20
833,0,0,0,8,1,1,1,5,2,4,0,2,120,30,2,1,0,6
834,0,0,0,20,22,0,5,10,2,3,0,0,10,18,8,5,0,3
835,0,0,0,30,30,0,0,23,2,0,3,2,19,64,28,5,0,7
837,0,0,0,9,14,1,0,6,1,3,2,1,4,5,2,2,0,0
838,0,0,0,12,21,0,0,11,1,1,0,0,2,16,4,1,0,1
839,0,0,0,31,15,0,2,22,1,0,5,1,23,30,8,5,0,2
842,0,0,0,1,75,0,0,12,4,3,1,1,13,12,2,43,0,3
843,0,0,0,4,31,0,1,9,2,0,0,0,7,11,0,19,0,0
844,0,0,0,0,19,0,0,0,0,0,0,0,2,2,0,6,0,0
845,0,0,0,36,1,0,0,25,20,2,1,3,31,40,4,7,0,41
846,0,0,0,7,21,0,1,3,0,0,0,0,6,4,9,4,0,0
847,0,0,0,26,23,2,1,22,2,2,0,1,27,19,18,5,0,10
848,0,0,0,42,16,0,1,31,5,5,1,4,12,28,27,2,0,4
850,0,0,0,16,8,0,2,13,1,6,1,1,16,19,32,6,0,3
851,0,0,0,12,19,0,0,10,1,1,0,2,2,21,9,3,0,0
852,0,0,0,27,58,0,0,17,3,2,3,4,17,46,23,5,0,5
853,0,0,0,5,43,1,0,8,1,0,0,2,12,62,11,105,0,1
855,0,0,0,6,70,0,0,10,2,1,0,1,17,34,11,14,0,7
856,0,0,0,1,26,1,1,1,3,0,0,0,2,2,1,13,0,1
857,0,0,0,3,53,1,1,2,1,0,5,1,16,31,9,11,0,3
858,0,0,0,17,13,0,5,15,4,3,1,3,22,26,4,12,0,18
859,0,0,0,6,14,1,0,6,1,4,2,0,27,13,1,0,0,13
863,0,0,0,10,5,4,0,10,1,3,0,0,12,13,16,1,0,27
864,0,0,0,7,15,0,0,6,6,4,0,0,8,15,4,1,0,1
865,0,0,0,15,47,6,0,16,0,4,0,1,15,37,6,25,0,5
866,0,0,0,3,36,1,0,7,0,1,1,0,1,9,3,46,0,0
867,0,0,0,19,19,0,0,17,0,3,1,0,8,5,26,19,0,2
868,0,0,0,11,33,2,1,17,2,1,0,0,3,9,3,9,0,0
869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,0,0,0,45,59,2,1,41,16,5,6,7,38,49,5,3,0,23
871,0,0,0,24,25,1,0,17,2,5,1,5,12,24,6,7,0,8
872,0,0,0,17,17,0,0,17,2,6,1,2,22,39,1,3,1,3
873,0,0,0,3,1,0,0,3,2,0,0,0,1,4,3,0,0,0
874,0,0,0,4,24,9,0,6,13,2,0,0,9,21,10,2,0,7
875,0,0,0,11,37,0,2,21,3,2,0,0,13,26,12,3,0,2
876,0,0,0,18,38,0,1,19,3,1,1,3,7,17,14,36,0,4
877,0,0,0,9,56,0,1,10,5,1,0,1,0,12,7,25,0,4
878,0,0,0,1,14,0,0,1,0,1,1,0,4,1,1,2,0,1
879,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,0,0,0,0,4,1,0,2,0,0,1,0,5,1,3,1,0,1
882,0,0,0,7,15,0,0,4,1,2,0,1,10,11,1,0,0,6
883,0,0,0,10,3,1,0,8,1,4,0,2,3,16,10,0,1,7
884,0,0,0,9,17,0,2,21,2,1,2,1,22,27,41,1,0,5
886,0,0,0,24,28,2,1,14,4,10,0,3,24,45,4,7,0,1
887,0,0,0,16,18,1,1,12,3,3,1,1,5,19,10,6,5,0
888,0,0,0,28,49,1,2,26,7,0,0,0,12,33,24,4,0,0
889,0,0,0,31,33,0,3,25,3,0,1,0,10,35,43,21,0,3
890,0,0,0,30,51,0,2,30,0,0,0,3,5,16,39,54,0,0
891,0,0,0,2,51,0,2,2,1,1,0,3,0,1,0,0,0,1
892,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
893,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,0,0,0,11,22,0,1,10,0,11,0,7,7,6,2,8,0,10
897,0,0,0,17,22,0,2,12,4,4,0,0,10,9,11,4,0,10
898,0,0,0,6,7,1,0,3,0,7,0,5,2,7,2,1,0,2
899,0,0,0,18,4,1,3,12,7,12,2,1,24,29,2,1,0,6
900,0,0,0,21,22,3,1,17,1,0,2,0,10,35,9,4,0,6
902,0,0,0,22,23,0,3,16,4,1,1,3,15,19,17,3,0,1
905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
906,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,0,0,0,10,3,0,0,11,5,13,1,0,2,12,1,9,0,2
909,0,0,0,6,9,0,1,10,0,3,1,2,13,29,1,3,0,3
910,0,0,0,1,9,2,0,2,3,3,0,0,10,7,0,0,0,5
911,0,0,0,3,4,0,0,1,0,5,1,1,1,5,0,0,0,1
912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,0,0,0,34,6,1,2,38,6,3,5,1,32,58,8,8,0,3
918,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0
919,0,0,0,2,6,0,0,1,0,1,0,0,1,6,1,1,0,1
920,0,0,0,2,4,0,0,3,0,0,0,0,2,2,8,8,0,2
921,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,0,0
922,0,0,0,1,2,0,0,10,0,0,0,2,5,13,7,11,0,3
924,0,0,0,26,26,0,3,35,4,1,1,2,12,31,32,32,0,2
925,0,0,0,7,20,0,7,6,0,0,0,0,4,15,16,14,0,1
926,0,0,0,3,9,0,0,5,1,3,0,1,5,4,4,16,0,1
927,0,0,0,8,11,0,0,7,0,2,0,0,4,3,1,11,0,0
928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,0,1,1,0,0,1,5,1,3,0,0
931,0,0,0,1,2,1,0,6,10,0,0,1,6,2,3,7,0,0
